student_id,date,grade,subject,paper,year,session,url
afc72dc2-e5af-43da-a7b1-3683a88a0f45,27-08-25,JC,Bookkeeping and Accounts,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,28-08-25,JC,Business Studies,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Business studies 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,31-08-25,JC,Consumer Science,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,01-09-25,JC,English Language,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Language 2024 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,02-09-25,JC,English Literature,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,03-09-25,JC,Mathematics,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Mathematics 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,04-09-25,JC,Religious Education,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,07-09-25,JC,Science,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,08-09-25,JC,SiSwati,Paper 3,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2024 Question Paper 3.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,09-09-25,JC,Additional Mathematics,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2022 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,10-09-25,JC,Bookkeeping and Accounts,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,11-09-25,IGCSE,Business Studies,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/Business-Studies-0450/2023-Oct-Nov/0450_w23_qp_21.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,11-09-25,IGCSE,Business Studies,Paper 2 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/Business-Studies-0450/2023-Oct-Nov/0450_w23_in_21.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,14-09-25,JC,Consumer Science,Paper 1,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2022 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,15-09-25,IGCSE,English Language,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_qp_21.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,15-09-25,IGCSE,English Language,Paper 2 - Insert,2023,November,https://pastpapers.co/cie/IGCSE/English-First-Language-0500/2023-Oct-Nov/0500_w23_in_21.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,16-09-25,JC,English Literature,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,17-09-25,IGCSE,Mathematics,Paper 2,2023,November,https://pastpapers.co/cie/IGCSE/Mathematics-International-0607/2023-Oct-Nov/0607_w23_qp_21.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,18-09-25,JC,Religious Education,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Religious Education 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,21-09-25,JC,Science,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Science 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,22-09-25,JC,SiSwati,Paper 1,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Siswati 2023 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,23-09-25,JC,Additional Mathematics,Paper 1,2021,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Additional Mathematics 2021 Question Paper 1.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,24-09-25,JC,Bookkeeping and Accounts,Paper 2,2023,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Bookkeeping and Accounts 2023 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,25-09-25,JC,Business Studies,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Business studies 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,28-09-25,JC,Consumer Science,Paper 2,2022,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC Consumer Science 2022 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,29-09-25,JC,English Language,Paper 2,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Language 2024 Question Paper 2.pdf
afc72dc2-e5af-43da-a7b1-3683a88a0f45,30-09-25,JC,English Literature,Paper 1,2024,November,https://www.examscouncil.org.sz/upload-centre/past_papers/JC English Literature 2024 Question Paper 1.pdf
